filename,class_label,group_id,ai_probability,manipulationProbability,meanDifference,maxDifference,standardDeviation,edgeDensity,noiseMean,noiseStd,blurScore,sharpnessScore,blockSharpnessAverage,blockSharpnessStd
authentic\43925.jpg,Authentic,,0.0,0.2708,0.39,9,0.69,3.14,2.06,4.96,247.56,35.12,246.73,501.26
authentic\43942.jpg,Authentic,,0.0738,0.159,0.27,9,0.57,1.9,1.42,3.59,128.58,26.42,135.06,227.52
authentic\43979.jpg,Authentic,,0.0,0.272,0.75,13,1.07,7.9,3.83,7.24,762.41,60.78,780.02,760.97
authentic\43994.jpg,Authentic,,0.0,0.1237,1.86,16,1.71,30.83,12.93,11.92,4481.11,135.18,4282.91,1800.55
authentic\44037.jpg,Authentic,,0.0009,0.4498,0.49,14,1.08,6.61,2.64,6.57,634.63,36.3,654.5,895.43
authentic\44054.jpg,Authentic,,0.0002,0.313,0.68,15,0.96,5.8,2.89,5.81,429.4,55.32,417.99,407.5
authentic\44080.jpg,Authentic,,0.0001,0.1853,0.84,14,1.05,8.25,3.7,5.98,553.33,71.12,489.86,558.81
authentic\44081.jpg,Authentic,,0.0001,0.3657,0.4,15,0.75,3.24,1.93,4.22,273.11,27.28,244.53,328.14
authentic\44107.jpg,Authentic,,0.0024,0.1089,0.41,13,0.74,3.0,2.42,5.74,477.87,35.18,462.35,685.8
authentic\44110.jpg,Authentic,,0.0,0.2946,0.99,31,1.6,8.28,5.69,9.39,1252.04,74.97,1293.11,1243.08
authentic\44117.jpg,Authentic,,0.0001,0.2901,0.75,21,1.12,9.81,5.34,9.03,1273.28,69.15,1302.0,1260.39
authentic\44120.jpg,Authentic,,0.0,0.3098,0.55,13,0.9,4.63,2.35,5.27,370.88,41.11,378.26,491.52
authentic\44154.jpg,Authentic,,0.0002,0.223,0.43,9,0.73,3.02,1.63,3.47,138.9,31.79,136.07,140.79
authentic\44171.jpg,Authentic,,0.0001,0.378,1.33,21,1.61,17.19,9.94,14.28,3768.59,106.59,3726.73,3151.95
authentic\44184.jpg,Authentic,,0.0002,0.211,1.65,28,1.95,21.77,7.83,8.4,1694.64,100.46,1724.91,1428.1
authentic\44228.jpg,Authentic,,0.0002,0.3662,0.63,13,1.02,4.8,3.89,8.72,1112.18,51.12,1104.63,1432.47
authentic\44236.jpg,Authentic,,0.0002,0.4085,1.39,21,1.57,19.17,8.93,11.35,3196.45,100.27,3238.59,2623.77
authentic\44240.jpg,Authentic,,0.0029,0.2793,0.53,10,0.88,9.59,3.66,6.16,645.68,48.28,636.51,507.22
authentic\44253.jpg,Authentic,,0.0,0.2496,0.72,16,0.94,8.1,4.75,7.19,847.79,62.15,845.81,947.19
authentic\44269.jpg,Authentic,,0.0016,0.2508,1.35,17,1.56,18.82,11.79,15.28,4972.3,135.83,4884.97,3317.11
authentic\44275.jpg,Authentic,,0.0083,0.1164,0.27,11,0.68,2.37,1.22,3.6,271.24,15.82,275.07,425.23
authentic\44324.jpg,Authentic,,0.0257,0.237,0.58,9,0.78,5.06,3.28,4.63,326.49,46.28,312.26,327.15
authentic\44362.jpg,Authentic,,0.0002,0.1355,2.13,36,2.15,32.06,19.65,16.94,8017.28,234.23,8181.98,1166.74
authentic\44370.jpg,Authentic,,0.0061,0.2441,0.47,6,0.71,3.11,1.94,3.06,136.28,34.19,132.37,140.33
authentic\44399.jpg,Authentic,,0.0005,0.3978,0.78,14,1.21,8.53,5.71,11.13,2119.76,71.43,2185.76,2536.74
authentic\44406.jpg,Authentic,,0.0,0.2091,0.73,19,1.08,6.72,3.6,6.51,634.25,58.78,687.72,676.42
authentic\44440.jpg,Authentic,,0.0,0.2214,1.18,14,1.32,14.99,8.34,10.79,2511.9,88.55,2538.98,1150.02
authentic\44447.jpg,Authentic,,0.0001,0.2294,0.55,23,1.06,4.38,2.75,7.59,661.55,40.91,588.67,899.01
authentic\44463.jpg,Authentic,,0.0001,0.2748,0.74,46,1.99,4.67,2.31,6.42,494.82,36.05,516.28,683.49
authentic\44505.jpg,Authentic,,0.001,0.1685,1.44,13,1.41,20.37,9.2,9.92,2772.97,92.14,2577.92,951.67
authentic\44510.jpg,Authentic,,0.0033,0.1543,0.97,14,1.15,14.11,7.87,11.07,2018.94,95.85,2061.4,1086.56
authentic\44528.jpg,Authentic,,0.0,0.2881,1.1,23,1.42,14.3,7.33,11.1,2322.83,85.23,2327.79,1381.66
authentic\44529.jpg,Authentic,,0.0,0.2337,0.54,17,0.97,5.75,2.84,6.31,616.61,43.49,625.57,843.85
authentic\44546.jpg,Authentic,,0.0,0.2194,0.34,8,0.6,1.39,1.51,3.02,100.31,25.94,106.74,113.08
authentic\44601.jpg,Authentic,,0.0013,0.2322,0.64,15,0.91,7.25,4.15,6.78,659.74,53.93,711.66,642.53
authentic\44608.jpg,Authentic,,0.0698,0.1783,0.44,28,1.16,3.41,2.52,9.06,1128.34,35.95,1019.7,2028.29
authentic\44665.jpg,Authentic,,0.0,0.4365,0.92,15,1.3,10.78,8.72,16.23,3128.61,114.34,3706.04,3885.84
authentic\44671.jpg,Authentic,,0.0436,0.2586,1.1,21,1.65,8.77,4.89,7.52,710.95,76.63,800.52,611.29
authentic\44682.jpg,Authentic,,0.0003,0.157,0.99,20,1.3,9.52,4.97,7.81,968.14,66.06,1007.25,759.43
authentic\44724.jpg,Authentic,,0.0646,0.1729,0.43,14,0.84,3.49,2.65,6.29,681.55,32.87,614.38,1125.02
authentic\44758.jpg,Authentic,,0.0005,0.2884,0.71,17,1.08,7.88,4.81,8.79,1106.81,62.98,1208.64,929.28
authentic\44761.jpg,Authentic,,0.0007,0.2364,0.53,13,0.89,3.95,2.39,4.97,376.91,33.08,393.6,366.59
authentic\44764.jpg,Authentic,,0.0,0.4034,0.92,18,1.42,6.35,4.46,9.36,1462.37,58.12,1505.12,1701.1
authentic\44773.jpg,Authentic,,0.0078,0.3947,0.5,12,0.84,4.14,1.95,4.27,237.95,34.73,249.68,247.42
authentic\44785.jpg,Authentic,,0.0,0.4372,0.62,16,1.12,5.83,3.71,8.36,1097.47,46.4,1139.82,1610.15
authentic\44792.jpg,Authentic,,0.0011,0.2698,0.52,10,0.77,8.85,4.24,7.03,755.78,69.05,676.48,781.03
authentic\44795.jpg,Authentic,,0.0004,0.0942,1.59,16,1.57,23.98,11.86,12.92,4580.23,134.08,4629.61,2499.06
authentic\44837.jpg,Authentic,,0.0003,0.2124,0.41,8,0.71,3.84,1.69,2.98,108.78,33.21,101.29,123.89
authentic\44851.jpg,Authentic,,0.0,0.1531,0.5,7,0.74,2.93,1.81,3.03,117.22,29.39,122.42,104.39
authentic\44859.jpg,Authentic,,0.0,0.3721,0.48,12,0.86,4.94,2.48,5.85,433.97,39.81,404.59,496.38
authentic\44881.jpg,Authentic,,0.0002,0.1867,0.53,20,1.05,0.93,1.48,2.98,143.35,17.99,143.84,110.9
authentic\44885.jpg,Authentic,,0.0002,0.551,0.65,12,0.99,7.81,3.64,6.57,643.94,46.4,603.07,641.14
authentic\44899.jpg,Authentic,,0.0,0.3201,0.55,10,0.79,7.45,2.91,4.56,291.88,46.97,290.53,289.88
authentic\44917.jpg,Authentic,,0.1249,0.1835,0.91,17,1.1,8.54,4.64,6.64,747.71,69.16,723.12,429.3
authentic\44944.jpg,Authentic,,0.0,0.076,1.97,24,1.84,24.54,12.06,13.13,5021.95,124.97,5092.28,2712.94
authentic\44996.jpg,Authentic,,0.0002,0.2358,0.8,18,1.31,6.07,3.38,6.16,561.65,46.98,615.35,477.45
authentic\45015.jpg,Authentic,,0.0004,0.2017,0.45,8,0.72,4.72,2.44,4.47,256.63,40.61,273.54,155.43
authentic\45055.jpg,Authentic,,0.0034,0.1422,0.85,16,1.16,4.95,3.39,6.68,772.26,46.2,703.66,1100.73
authentic\45062.jpg,Authentic,,0.0001,0.2716,0.38,8,0.67,2.31,1.57,3.33,129.1,33.53,134.08,151.63
authentic\45105.jpg,Authentic,,0.0089,0.2212,0.61,11,0.85,3.78,3.0,5.26,405.52,39.93,409.12,447.85
authentic\45108.jpg,Authentic,,0.0,0.3176,1.3,20,1.42,18.73,10.04,11.88,2759.58,127.13,2847.98,2050.91
authentic\45110.jpg,Authentic,,0.0811,0.5,0.57,19,1.18,4.97,2.29,5.87,493.3,33.04,504.47,717.69
authentic\45131.jpg,Authentic,,0.0006,0.0403,0.24,12,0.67,1.93,1.15,3.73,182.49,15.8,178.83,420.45
authentic\45193.jpg,Authentic,,0.0001,0.3201,0.5,12,0.8,3.92,2.07,4.19,247.11,38.64,256.37,289.22
authentic\45222.jpg,Authentic,,0.0,0.2246,0.67,17,1.02,9.11,5.65,10.78,2120.57,64.43,1835.75,3033.08
authentic\45233.jpg,Authentic,,0.0014,0.2678,0.81,18,1.22,10.19,5.1,9.27,1457.78,69.43,1502.75,1379.63
authentic\45260.jpg,Authentic,,0.0003,0.0238,0.27,10,0.67,3.32,1.61,4.94,272.87,26.74,265.42,396.48
authentic\45265.jpg,Authentic,,0.0,0.2487,0.5,13,0.86,4.52,2.44,5.68,466.61,38.52,481.95,669.36
authentic\45288.jpg,Authentic,,0.0003,0.1342,1.32,22,1.99,14.14,10.77,17.03,6772.24,111.25,6853.31,7083.74
authentic\45299.jpg,Authentic,,0.2256,0.221,0.32,9,0.65,3.28,1.59,3.76,205.91,27.86,212.59,351.12
authentic\45338.jpg,Authentic,,0.0001,0.243,1.66,28,1.82,20.17,8.85,10.67,2616.7,108.75,2667.47,1819.29
authentic\45397.jpg,Authentic,,0.0009,0.2258,1.53,20,1.81,20.68,10.57,13.49,3935.67,126.61,4007.82,2273.52
authentic\45414.jpg,Authentic,,0.0004,0.3344,0.88,22,1.3,8.89,5.19,9.8,1526.31,70.91,1545.89,1441.98
authentic\45424.jpg,Authentic,,0.0,0.282,0.43,12,0.74,4.42,2.04,4.03,217.04,38.5,217.84,247.06
authentic\45433.jpg,Authentic,,0.0062,0.1634,1.59,16,1.48,28.65,12.37,11.94,4191.12,128.03,4252.59,2860.27
authentic\45436.jpg,Authentic,,0.0068,0.3639,1.18,32,1.8,8.57,4.1,8.68,1125.61,57.25,1158.2,1524.95
authentic\45457.jpg,Authentic,,0.0001,0.5197,0.47,13,0.97,5.15,3.01,7.85,864.59,40.69,780.36,828.08
authentic\45459.jpg,Authentic,,0.0,0.2542,0.58,10,0.81,9.64,3.79,5.65,423.19,58.96,435.64,338.85
authentic\45473.jpg,Authentic,,0.0001,0.1686,0.56,8,0.78,2.64,1.71,2.31,67.13,35.0,70.41,58.34
authentic\45493.jpg,Authentic,,0.0001,0.1714,0.54,15,0.98,7.74,3.68,7.49,847.86,51.51,758.44,1245.61
authentic\45496.jpg,Authentic,,0.0002,0.1174,0.58,24,1.17,3.95,2.07,5.54,389.47,31.68,398.9,739.2
authentic\45508.jpg,Authentic,,0.0001,0.1857,0.73,14,0.99,7.71,4.06,7.32,881.5,54.9,819.15,1272.48
authentic\45524.jpg,Authentic,,0.0,0.234,1.43,23,1.65,18.99,7.38,8.89,1519.39,113.7,1572.15,1025.11
authentic\45548.jpg,Authentic,,0.0,0.1497,0.46,9,0.73,5.02,2.89,5.01,345.96,44.44,331.82,448.12
authentic\45552.jpg,Authentic,,0.0172,0.1071,1.0,16,1.21,9.41,3.01,4.89,330.21,81.34,354.0,462.55
authentic\45558.jpg,Authentic,,0.0013,0.251,0.69,10,0.9,10.6,4.58,6.63,677.99,70.04,664.41,424.42
authentic\45580.jpg,Authentic,,0.0,0.2192,0.67,13,0.98,6.36,2.78,5.12,351.36,40.6,359.8,342.15
authentic\45595.jpg,Authentic,,0.0,0.1575,1.01,21,1.26,13.68,7.4,10.22,1664.81,91.2,1692.72,973.08
authentic\45620.jpg,Authentic,,0.0002,0.4535,0.66,14,1.02,7.39,5.58,10.17,1593.72,68.5,1629.9,1734.94
authentic\45641.jpg,Authentic,,0.0002,0.2712,0.89,17,1.11,11.84,5.72,8.0,1133.24,77.22,1067.31,678.54
authentic\45652.jpg,Authentic,,0.0,0.1933,0.69,14,0.94,5.98,3.11,6.12,448.97,54.99,479.31,557.33
authentic\45694.jpg,Authentic,,0.0,0.2094,0.41,6,0.65,3.14,1.76,2.79,80.55,38.2,89.93,94.73
authentic\45702.jpg,Authentic,,0.0002,0.3666,0.41,11,0.85,3.84,2.9,7.82,773.05,39.67,824.03,729.93
authentic\45713.jpg,Authentic,,0.0001,0.2207,0.75,14,1.01,3.25,1.81,3.44,175.94,36.32,179.03,286.12
authentic\45722.jpg,Authentic,,0.0059,0.2955,0.54,10,0.91,6.8,4.65,9.09,1248.45,52.34,1189.23,1489.19
authentic\45749.jpg,Authentic,,0.0374,0.1167,0.46,8,0.7,1.69,1.74,2.52,94.06,29.18,85.84,116.1
authentic\45774.jpg,Authentic,,0.001,0.066,0.34,11,0.74,2.76,1.76,5.65,432.38,25.32,398.71,959.92
authentic\45781.jpg,Authentic,,0.0,0.2588,0.83,46,2.16,7.75,4.71,10.92,2071.71,53.72,1953.49,3070.98
authentic\45786.jpg,Authentic,,0.0,0.2023,0.71,13,1.0,5.43,2.4,3.8,223.51,46.91,227.83,240.36
authentic\45792.jpg,Authentic,,0.0,0.4319,1.52,22,1.81,17.79,11.68,15.7,5197.13,129.32,5270.45,4371.56
authentic\45794.jpg,Authentic,,0.0,0.1828,1.12,24,1.35,15.22,8.65,11.6,2488.42,104.49,2492.11,1697.17
authentic\45806.jpg,Authentic,,0.0,0.2256,0.57,14,0.94,5.04,2.07,4.15,250.31,37.75,223.8,350.07
authentic\45807.jpg,Authentic,,0.0,0.1847,0.62,14,0.97,3.89,1.88,2.92,102.31,34.03,109.88,66.92
authentic\45842.jpg,Authentic,,0.0003,0.3005,0.58,9,0.81,7.55,3.34,5.33,444.73,56.53,458.8,412.88
authentic\45878.jpg,Authentic,,0.0042,0.2835,1.05,19,1.33,9.76,4.44,7.25,776.29,68.68,808.53,911.45
authentic\45879.jpg,Authentic,,0.0,0.2921,0.56,11,0.9,4.39,2.61,5.33,500.29,32.75,453.26,588.15
authentic\45882.jpg,Authentic,,0.0004,0.5393,0.58,13,0.99,5.92,3.69,8.34,991.7,46.46,1004.39,1331.24
authentic\45883.jpg,Authentic,,0.0,0.2285,0.75,14,1.01,7.28,3.24,5.49,453.81,52.42,468.64,406.54
authentic\45935.jpg,Authentic,,0.0004,0.1016,0.67,9,0.79,6.73,4.4,5.08,508.85,56.33,522.08,284.95
authentic\45942.jpg,Authentic,,0.0025,0.2899,0.64,27,1.42,4.54,2.43,5.07,327.88,38.16,334.98,590.65
authentic\45964.jpg,Authentic,,0.0013,0.0806,1.97,15,1.71,30.97,16.37,14.88,7739.84,165.07,7084.31,3843.83
authentic\45988.jpg,Authentic,,0.0032,0.067,0.14,15,0.48,0.86,0.5,2.28,48.14,8.79,48.22,132.65
authentic\46016.jpg,Authentic,,0.0015,0.235,0.94,18,1.3,12.19,5.11,7.82,1069.68,81.82,1115.86,1385.41
authentic\46034.jpg,Authentic,,0.0012,0.4791,0.76,26,1.27,7.36,3.63,7.44,789.71,53.67,810.74,837.6
authentic\46041.jpg,Authentic,,0.0005,0.2969,0.44,7,0.72,3.01,1.86,3.54,145.58,31.61,149.29,114.15
authentic\46080.jpg,Authentic,,0.4017,0.0999,0.64,8,0.73,5.85,4.39,4.92,496.71,53.88,981.91,1422.88
authentic\46109.jpg,Authentic,,0.0001,0.2143,0.66,15,1.03,7.9,4.53,8.98,1312.74,49.33,1339.94,1726.29
authentic\46133.jpg,Authentic,,0.0,0.2814,0.41,14,0.97,4.01,2.52,7.47,733.74,32.24,766.34,1041.84
authentic\46153.jpg,Authentic,,0.0001,0.2108,1.44,22,1.71,16.96,9.63,11.96,2039.59,132.39,2031.42,1614.3
authentic\46173.jpg,Authentic,,0.0,0.3684,1.16,18,1.69,12.36,12.26,20.59,7950.42,124.12,7934.76,7392.95
authentic\46184.jpg,Authentic,,0.0002,0.3317,1.05,26,1.56,5.34,2.75,5.84,469.93,52.32,472.4,641.06
authentic\46186.jpg,Authentic,,0.0,0.2338,1.2,16,1.37,15.39,7.85,10.61,2157.96,94.97,2019.1,1455.27
authentic\46252.jpg,Authentic,,0.0,0.2398,0.45,14,0.8,3.67,2.07,5.94,489.21,40.44,505.81,1126.12
authentic\46344.jpg,Authentic,,0.0,0.2758,0.52,10,0.78,4.86,2.16,3.44,165.1,42.99,147.86,157.95
authentic\46359.jpg,Authentic,,0.0078,0.5823,0.53,16,1.01,4.79,2.93,7.37,664.46,41.29,596.06,836.09
authentic\46365.jpg,Authentic,,0.0,0.2854,0.52,11,0.89,4.54,2.57,5.69,391.08,41.51,380.51,332.26
authentic\46384.jpg,Authentic,,0.8809,0.2011,0.52,11,0.81,4.43,2.6,5.17,364.35,40.68,379.22,414.23
authentic\46425.jpg,Authentic,,0.1115,0.0398,0.33,9,0.65,1.71,1.3,3.19,123.38,21.79,111.04,166.37
authentic\46468.jpg,Authentic,,0.0001,0.3907,0.47,16,0.83,2.95,1.99,5.0,297.56,33.51,310.39,466.41
authentic\46499.jpg,Authentic,,0.0017,0.2622,0.54,14,0.82,5.48,2.95,5.89,511.04,52.67,523.0,677.02
authentic\46565.jpg,Authentic,,0.0,0.1212,0.59,17,0.97,3.57,1.72,4.08,226.9,27.8,214.71,382.11
authentic\46571.jpg,Authentic,,0.0003,0.2311,1.12,22,1.45,11.66,5.1,8.3,1226.17,68.83,1257.28,1254.1
authentic\46576.jpg,Authentic,,0.0,0.1281,0.69,14,0.93,8.37,4.11,6.28,633.28,54.12,645.6,576.15
authentic\46599.jpg,Authentic,,0.0028,0.2513,0.32,10,0.69,3.93,1.76,4.73,264.02,29.69,269.28,382.76
authentic\46635.jpg,Authentic,,0.0001,0.1488,0.78,15,0.98,11.29,5.2,7.71,897.59,76.3,820.77,874.18
authentic\46645.jpg,Authentic,,0.0005,0.184,1.32,15,1.4,20.43,9.34,11.21,2890.39,106.71,2987.39,1499.88
authentic\46653.jpg,Authentic,,0.0001,0.1381,0.77,17,1.17,9.08,6.09,10.8,1640.44,79.53,1515.61,1475.6
authentic\46673.jpg,Authentic,,0.001,0.2757,0.51,11,0.8,4.25,1.93,4.24,219.67,41.34,231.7,467.13
authentic\46674.jpg,Authentic,,0.0002,0.1259,0.56,9,0.8,4.8,2.14,2.99,103.13,44.49,122.9,119.84
authentic\46694.jpg,Authentic,,0.0003,0.2831,0.58,14,0.96,5.03,2.75,5.61,461.6,44.09,481.22,428.61
authentic\46695.jpg,Authentic,,0.0003,0.2319,1.02,22,1.43,11.94,6.44,9.72,1545.13,83.23,1565.87,1032.51
authentic\46773.jpg,Authentic,,0.0,0.3235,0.97,19,1.43,13.39,9.66,17.03,5582.42,117.15,5675.29,8153.03
authentic\46787.jpg,Authentic,,0.0084,0.3191,0.36,13,0.71,4.09,2.27,5.49,413.52,40.56,447.25,615.67
authentic\46796.jpg,Authentic,,0.0,0.1729,0.46,9,0.78,2.14,1.5,2.97,94.95,29.47,94.85,105.1
authentic\46832.jpg,Authentic,,0.0,0.2256,0.52,22,0.94,4.01,2.89,5.75,455.48,38.88,471.34,638.32
authentic\46883.jpg,Authentic,,0.0007,0.1814,0.48,16,0.94,3.53,2.19,6.48,537.57,33.62,527.15,869.06
authentic\46910.jpg,Authentic,,0.0001,0.2392,0.72,9,0.92,10.04,3.79,5.08,472.52,52.3,483.7,395.99
authentic\46923.jpg,Authentic,,0.0,0.1506,0.83,13,1.01,13.15,6.63,8.64,1402.06,78.16,1445.64,810.22
authentic\46937.jpg,Authentic,,0.003,0.0847,0.33,13,0.73,2.94,1.58,4.63,279.77,25.29,281.46,499.51
authentic\46957.jpg,Authentic,,0.0013,0.1227,0.35,12,0.7,2.25,1.42,4.36,215.98,31.81,226.26,374.32
authentic\46989.jpg,Authentic,,0.0009,0.2229,0.46,21,0.79,4.1,2.05,4.16,210.67,37.75,200.15,260.85
authentic\47016.jpg,Authentic,,0.0001,0.3407,0.73,18,1.07,9.05,4.06,7.1,831.74,57.64,856.95,1134.29
authentic\47017.jpg,Authentic,,0.0024,0.0901,0.43,8,0.7,3.67,1.68,2.66,80.24,32.43,76.51,108.31
authentic\47077.jpg,Authentic,,0.0,0.0989,1.33,14,1.25,21.39,10.34,11.51,2510.06,136.64,2551.52,1135.15
authentic\47087.jpg,Authentic,,0.0394,0.4571,0.3,10,0.69,3.86,1.84,4.86,297.11,29.42,298.19,384.11
authentic\47095.jpg,Authentic,,0.0001,0.3047,0.5,14,0.89,3.32,2.42,6.19,550.16,37.77,564.17,939.25
authentic\47131.jpg,Authentic,,0.0002,0.2305,0.59,18,0.95,2.54,2.02,5.64,367.29,39.18,333.94,968.31
authentic\47176.jpg,Authentic,,0.0074,0.2642,0.44,9,0.7,7.43,3.58,6.24,535.03,62.4,566.97,457.58
authentic\47193.jpg,Authentic,,0.0001,0.3378,0.62,12,0.96,7.25,4.21,8.45,857.09,66.58,892.3,1363.49
authentic\47195.jpg,Authentic,,0.4557,0.5,0.45,12,0.9,4.38,2.1,5.47,362.9,36.23,377.45,440.06
authentic\47210.jpg,Authentic,,0.0,0.2993,0.62,12,0.87,4.47,2.49,4.78,304.93,44.91,317.21,308.81
authentic\47211.jpg,Authentic,,0.0001,0.3965,1.02,22,1.42,13.5,7.21,11.1,2256.65,83.31,2266.68,2030.23
authentic\47215.jpg,Authentic,,0.037,0.2599,0.51,11,0.84,2.09,1.61,3.6,184.56,19.61,160.58,268.67
authentic\47222.jpg,Authentic,,0.0003,0.3252,0.45,11,0.81,3.78,2.32,5.95,430.15,36.9,484.63,568.06
authentic\47225.jpg,Authentic,,0.0,0.1884,0.46,6,0.7,3.07,1.74,4.15,160.7,31.35,184.23,229.4
authentic\47233.jpg,Authentic,,0.0001,0.281,0.45,14,0.85,3.09,1.53,3.2,128.61,26.89,132.81,140.13
authentic\47254.jpg,Authentic,,0.0007,0.1258,0.16,8,0.42,0.5,0.67,1.52,28.44,11.0,28.3,51.84
authentic\47314.jpg,Authentic,,0.0,0.2159,0.37,7,0.62,1.49,1.57,2.56,86.94,25.84,88.52,82.38
authentic\47335.jpg,Authentic,,0.0004,0.2563,0.43,7,0.7,2.95,1.58,2.84,116.18,27.23,115.61,120.42
authentic\47377.jpg,Authentic,,0.0,0.2456,0.56,17,0.94,5.66,2.54,5.0,285.41,44.87,292.86,468.49
authentic\47410.jpg,Authentic,,0.0008,0.2801,0.49,8,0.78,5.15,2.36,4.09,269.68,35.83,276.82,245.65
authentic\47425.jpg,Authentic,,0.0,0.4435,0.57,11,0.9,5.62,2.97,6.27,593.91,44.6,591.66,683.69
authentic\47470.jpg,Authentic,,0.0002,0.2263,0.55,11,0.86,3.59,1.99,4.22,267.6,35.5,261.38,369.92
authentic\47471.jpg,Authentic,,0.0012,0.2735,0.63,17,0.93,4.6,2.55,4.53,269.95,43.95,243.03,355.88
authentic\47478.jpg,Authentic,,0.0001,0.1524,1.17,13,1.21,17.65,7.26,8.04,1655.6,81.4,1673.81,839.2
authentic\47509.jpg,Authentic,,0.0,0.2181,0.63,10,0.86,9.08,5.58,8.98,1148.06,74.11,1197.06,960.3
authentic\47538.jpg,Authentic,,0.0006,0.1665,0.31,12,0.8,3.02,2.43,7.97,717.04,32.08,733.11,1155.68
authentic\47561.jpg,Authentic,,0.0216,0.2577,0.49,11,0.75,2.69,1.8,3.2,151.66,34.83,156.51,224.19
authentic\47594.jpg,Authentic,,0.0007,0.4389,0.42,10,0.76,4.55,2.38,5.34,352.23,38.62,349.08,333.31
authentic\47601.jpg,Authentic,,0.0,0.4485,0.5,11,0.82,3.63,1.84,4.0,209.08,32.57,185.61,207.09
authentic\47620.jpg,Authentic,,0.0009,0.4352,0.49,12,0.9,8.18,4.51,9.54,1172.56,59.26,1218.69,1369.65
authentic\47627.jpg,Authentic,,0.0001,0.3143,0.5,15,0.82,4.56,2.31,5.21,363.35,41.9,403.62,610.2
authentic\47630.jpg,Authentic,,0.0,0.1614,0.58,10,0.9,4.8,2.36,5.23,321.61,40.04,296.58,782.55
authentic\47679.jpg,Authentic,,0.0003,0.3048,1.21,20,1.59,13.91,6.58,9.09,1779.17,80.42,1808.71,1740.84
authentic\47704.jpg,Authentic,,0.0,0.3674,0.51,13,0.88,6.08,2.38,5.04,347.8,38.44,376.81,479.88
authentic\47712.jpg,Authentic,,0.0001,0.4141,0.65,12,0.98,6.57,3.38,6.45,635.63,53.35,605.14,584.99
authentic\47749.jpg,Authentic,,0.0,0.1766,0.62,11,0.96,6.15,3.27,6.4,589.22,47.32,604.33,869.92
authentic\47760.jpg,Authentic,,0.0,0.3349,1.18,18,1.43,11.64,6.66,9.77,1622.73,79.45,1506.08,982.53
authentic\47837.jpg,Authentic,,0.001,0.1245,1.19,19,1.13,21.02,8.23,7.32,1528.19,92.2,1533.71,691.62
authentic\47844.jpg,Authentic,,0.0015,0.1221,0.62,10,0.85,3.9,3.05,5.39,417.79,48.23,432.32,835.35
authentic\47938.jpg,Authentic,,0.0,0.2028,0.92,21,1.33,12.23,5.65,9.02,1263.13,73.25,1261.34,882.68
authentic\47950.jpg,Authentic,,0.0001,0.2216,1.03,22,1.24,13.54,6.41,8.11,1144.47,84.87,1009.6,690.27
authentic\47951.jpg,Authentic,,0.0002,0.1157,1.05,21,1.31,11.02,5.52,8.13,987.75,83.42,1015.34,435.08
authentic\47980.jpg,Authentic,,0.0009,0.1285,1.11,31,1.47,10.72,5.74,7.07,992.68,67.38,1006.25,710.57
authentic\48003.jpg,Authentic,,0.0,0.3214,0.75,15,1.23,5.82,3.92,8.69,1334.04,50.8,1350.08,1154.74
authentic\48041.jpg,Authentic,,0.0,0.1878,0.5,10,0.78,1.35,1.85,3.09,170.42,23.02,173.52,193.12
authentic\48079.jpg,Authentic,,0.0015,0.2918,0.56,12,0.8,6.66,3.6,5.12,436.26,42.82,441.04,353.29
authentic\48087.jpg,Authentic,,0.0005,0.2322,0.56,23,0.93,3.75,1.99,4.62,273.98,32.74,250.58,467.84
authentic\48113.jpg,Authentic,,0.0,0.2729,0.63,16,0.98,5.45,2.95,6.62,676.81,44.66,672.83,1035.77
authentic\48223.jpg,Authentic,,0.0007,0.1107,0.66,11,0.91,7.84,4.43,7.09,865.96,58.01,802.54,988.08
authentic\48241.jpg,Authentic,,0.0007,0.1739,1.76,24,1.84,20.31,12.5,15.07,5168.69,148.21,5399.61,3374.81
authentic\48263.jpg,Authentic,,0.0002,0.186,0.87,12,1.07,12.96,5.88,8.87,1284.57,86.69,1316.73,1164.64
authentic\48342.jpg,Authentic,,0.0001,0.347,0.87,17,1.27,6.6,3.24,6.52,614.28,46.45,553.57,1191.76
authentic\48344.jpg,Authentic,,0.0002,0.3926,0.86,18,1.31,10.77,5.63,10.24,1507.95,67.69,1537.19,1132.51
authentic\48349.jpg,Authentic,,0.0,0.2792,0.68,12,0.99,5.99,3.21,6.04,610.72,46.96,617.15,390.53
authentic\48421.jpg,Authentic,,0.0,0.2638,0.54,10,0.77,5.99,2.7,4.41,245.39,50.22,255.39,273.81
authentic\48424.jpg,Authentic,,0.0001,0.2095,0.55,25,1.1,5.35,3.9,9.72,1398.79,50.77,1405.97,1465.55
authentic\48508.jpg,Authentic,,0.0049,0.3815,1.06,16,1.32,15.54,7.08,9.92,2302.34,74.68,1980.1,1755.66
authentic\48512.jpg,Authentic,,0.0,0.248,0.96,15,1.3,9.23,4.94,8.46,1063.54,68.58,1066.05,701.84
authentic\48532.jpg,Authentic,,0.0019,0.1397,0.49,10,0.77,4.53,2.11,3.76,216.12,31.58,208.84,372.97
authentic\48535.jpg,Authentic,,0.0,0.304,0.73,18,1.11,8.09,5.15,10.21,1660.02,65.56,1657.54,1539.12
authentic\48575.jpg,Authentic,,0.0,0.2335,1.1,15,1.39,14.63,7.56,10.4,2335.72,96.76,2168.86,2074.65
